Date,Energy Source,Value,Generation (TWh)
2013-01-01,Gas and Other Fossil,185055.8,185.05579999999998
2013-01-01,Hydro,48727.130000000005,48.72713
2013-01-01,"Hydro, Bioenergy and Other Renewables",62145.03999999999,62.145039999999995
2013-01-01,Nuclear,142811.64,142.81164
2013-01-01,Other Fossil,7937.71,7.93771
2013-01-01,Other Renewables,3241.87,3.24187
2013-01-01,Renewables,92241.68000000001,92.24168
2013-01-01,Solar,619.64,0.61964
2013-01-01,Total Generation,696318.79,696.31879
2013-01-01,Wind,29477.0,29.477
2013-01-01,Wind and Solar,30096.64,30.09664
2013-02-01,Bioenergy,9171.85,9.171850000000001
2013-02-01,Clean,204252.22999999998,204.25222999999997
2013-02-01,Coal,247093.6,247.0936
2013-02-01,Fossil,413879.17,413.87917
2013-02-01,Gas,160566.15,160.56615
2013-02-01,Gas and Other Fossil,166785.57,166.78557
2013-02-01,Hydro,40197.76,40.19776
2013-02-01,"Hydro, Bioenergy and Other Renewables",52268.97,52.26897
2013-02-01,Nuclear,122966.77,122.96677000000001
2013-02-01,Other Fossil,6219.42,6.21942
2013-02-01,Other Renewables,2899.36,2.89936
2013-02-01,Renewables,81285.46,81.28546
2013-02-01,Solar,865.28,0.8652799999999999
2013-02-01,Total Generation,618131.4,618.1314
2013-02-01,Wind,28151.21,28.15121
2013-02-01,Wind and Solar,29016.49,29.01649
2013-03-01,Bioenergy,10113.82,10.11382
2013-03-01,Clean,212138.99,212.13898999999998
2013-03-01,Coal,261267.13999999998,261.26714
2013-03-01,Fossil,437124.24,437.12424
2013-03-01,Gas,169450.49,169.45049
2013-03-01,Gas and Other Fossil,175857.1,175.8571
2013-03-01,Hydro,40144.28999999999,40.14428999999999
2013-03-01,"Hydro, Bioenergy and Other Renewables",53494.15,53.494150000000005
2013-03-01,Nuclear,125894.77,125.89477000000001
2013-03-01,Other Fossil,6406.61,6.40661
2013-03-01,Other Renewables,3236.04,3.23604
2013-03-01,Renewables,86244.22,86.24422
2013-03-01,Solar,1238.8,1.2388
2013-03-01,Total Generation,649263.23,649.26323
2013-03-01,Wind,31511.27,31.51127
2013-03-01,Wind and Solar,32750.07,32.75007
2013-04-01,Bioenergy,9087.36,9.08736
2013-04-01,Clean,211577.35,211.57735
2013-04-01,Coal,223669.34999999998,223.66934999999998
2013-04-01,Fossil,385816.49,385.81649
2013-04-01,Gas,156072.84999999998,156.07285
2013-04-01,Gas and Other Fossil,162147.13999999998,162.14713999999998
2013-04-01,Hydro,49609.83,49.60983
2013-04-01,"Hydro, Bioenergy and Other Renewables",61757.58,61.757580000000004
2013-04-01,Nuclear,113533.76,113.53376
2013-04-01,Other Fossil,6074.29,6.0742899999999995
2013-04-01,Other Renewables,3060.3900000000003,3.0603900000000004
2013-04-01,Renewables,98043.59,98.04359
2013-04-01,Solar,1333.5,1.3335
2013-04-01,Total Generation,597393.84,597.39384
2013-04-01,Wind,34952.51,34.952510000000004
2013-04-01,Wind and Solar,36286.009999999995,36.28601
2013-05-01,Bioenergy,9910.25,9.91025
2013-05-01,Clean,228912.57,228.91257000000002
2013-05-01,Coal,239025.0,239.025
2013-05-01,Fossil,413181.61,413.18161
2013-05-01,Gas,167631.18,167.63118
2013-05-01,Gas and Other Fossil,174156.61000000002,174.15661000000003
2013-05-01,Hydro,56232.16,56.23216
2013-05-01,"Hydro, Bioenergy and Other Renewables",69233.42,69.23342
2013-05-01,Nuclear,125696.34,125.69633999999999
2013-05-01,Other Fossil,6525.43,6.52543
2013-05-01,Other Renewables,3091.0099999999998,3.09101
2013-05-01,Renewables,103216.23,103.21623
2013-05-01,Solar,1505.4,1.5054
2013-05-01,Total Generation,642094.18,642.09418
2013-05-01,Wind,32477.41,32.47741
2013-05-01,Wind and Solar,33982.81,33.98281
2013-06-01,Bioenergy,10114.369999999999,10.11437
2013-06-01,Clean,229260.6,229.2606
2013-06-01,Coal,276566.47,276.56647
2013-06-01,Fossil,482207.97,482.20797
2013-06-01,Gas,199230.13,199.23013
2013-06-01,Gas and Other Fossil,205641.5,205.6415
2013-06-01,Hydro,54051.67,54.05167
2013-06-01,"Hydro, Bioenergy and Other Renewables",67163.61,67.16361
2013-06-01,Nuclear,132859.39,132.85939000000002
2013-06-01,Other Fossil,6411.37,6.41137
2013-06-01,Other Renewables,2997.57,2.99757
2013-06-01,Renewables,96401.21,96.40121
2013-06-01,Solar,1741.3799999999999,1.74138
2013-06-01,Total Generation,711468.5700000001,711.4685700000001
2013-06-01,Wind,27496.22,27.49622
2013-06-01,Wind and Solar,29237.600000000002,29.2376
2013-07-01,Bioenergy,10666.96,10.66696
2013-07-01,Clean,232583.82,232.58382
2013-07-01,Coal,305733.7,305.7337
2013-07-01,Fossil,554886.06,554.88606
2013-07-01,Gas,241541.96,241.54196
2013-07-01,Gas and Other Fossil,249152.36,249.15236
2013-07-01,Hydro,53828.17,53.82817
2013-07-01,"Hydro, Bioenergy and Other Renewables",67660.43000000001,67.66043
2013-07-01,Nuclear,141078.47,141.07847
2013-07-01,Other Fossil,7610.400000000001,7.6104
2013-07-01,Other Renewables,3165.3,3.1653000000000002
2013-07-01,Renewables,91505.34999999999,91.50534999999999
2013-07-01,Solar,1657.69,1.65769
2013-07-01,Total Generation,787469.88,787.46988
2013-07-01,Wind,22187.23,22.18723
2013-07-01,Wind and Solar,23844.92,23.84492
2013-08-01,Bioenergy,10962.98,10.96298
2013-08-01,Clean,220306.08,220.30607999999998
2013-08-01,Coal,298852.14,298.85214
2013-08-01,Fossil,548035.6,548.0355999999999
2013-08-01,Gas,242312.82,242.31282000000002
2013-08-01,Gas and Other Fossil,249183.47,249.18347
2013-08-01,Hydro,42337.59,42.33759
2013-08-01,"Hydro, Bioenergy and Other Renewables",56461.340000000004,56.46134000000001
2013-08-01,Nuclear,142688.80000000002,142.68880000000001
2013-08-01,Other Fossil,6870.65,6.8706499999999995
2013-08-01,Other Renewables,3160.77,3.16077
2013-08-01,Renewables,77617.28,77.61728
2013-08-01,Solar,1888.18,1.88818
2013-08-01,Total Generation,768341.6900000001,768.3416900000001
2013-08-01,Wind,19267.76,19.26776
2013-08-01,Wind and Solar,21155.94,21.155939999999998
2013-09-01,Bioenergy,10138.35,10.13835
2013-09-01,Clean,203095.65,203.09565
2013-09-01,Coal,266220.9,266.22090000000003
2013-09-01,Fossil,476811.89,476.81189
2013-09-01,Gas,204126.48,204.12648000000002
2013-09-01,Gas and Other Fossil,210590.98,210.59098
2013-09-01,Hydro,33045.21,33.04521
2013-09-01,"Hydro, Bioenergy and Other Renewables",46252.049999999996,46.25205
2013-09-01,Nuclear,131597.95,131.59795000000003
2013-09-01,Other Fossil,6464.5,6.4645
2013-09-01,Other Renewables,3068.49,3.0684899999999997
2013-09-01,Renewables,71497.7,71.4977
2013-09-01,Solar,1897.53,1.89753
2013-09-01,Total Generation,679907.5299999999,679.90753
2013-09-01,Wind,23348.12,23.348119999999998
2013-09-01,Wind and Solar,25245.65,25.24565
2013-10-01,Bioenergy,10142.99,10.14299
2013-10-01,Clean,202657.96,202.65796
2013-10-01,Coal,241992.78,241.99278
2013-10-01,Fossil,425568.94,425.56894
2013-10-01,Gas,177174.78999999998,177.17478999999997
2013-10-01,Gas and Other Fossil,183576.16,183.57616000000002
2013-10-01,Hydro,33651.97,33.65197
2013-10-01,"Hydro, Bioenergy and Other Renewables",47045.76,47.04576
2013-10-01,Nuclear,126367.08,126.36708
2013-10-01,Other Fossil,6401.37,6.40137
2013-10-01,Other Renewables,3250.8,3.2508000000000004
2013-10-01,Renewables,76290.88,76.29088
2013-10-01,Solar,1975.06,1.97506
2013-10-01,Total Generation,628226.9,628.2269
2013-10-01,Wind,27270.06,27.27006
2013-10-01,Wind and Solar,29245.12,29.24512
2013-11-01,Bioenergy,10344.76,10.34476
2013-11-01,Clean,211106.34,211.10634
2013-11-01,Coal,241879.44,241.87944
2013-11-01,Fossil,416835.91000000003,416.83591
2013-11-01,Gas,168573.57,168.57357000000002
2013-11-01,Gas and Other Fossil,174956.46,174.95646
2013-11-01,Hydro,34527.6,34.5276
2013-11-01,"Hydro, Bioenergy and Other Renewables",47900.19,47.90019
2013-11-01,Nuclear,129950.91,129.95091
2013-11-01,Other Fossil,6382.89,6.382890000000001
2013-11-01,Other Renewables,3027.83,3.02783
2013-11-01,Renewables,81155.43000000001,81.15543000000001
2013-11-01,Solar,1648.71,1.6487100000000001
2013-11-01,Total Generation,627942.24,627.94224
2013-11-01,Wind,31606.530000000002,31.606530000000003
2013-11-01,Wind and Solar,33255.240000000005,33.25524000000001
2013-12-01,Bioenergy,10886.369999999999,10.88637
2013-12-01,Clean,227845.43000000002,227.84543000000002
2013-12-01,Coal,283719.31,283.71931
2013-12-01,Fossil,476748.65,476.74865
2013-12-01,Gas,185872.59,185.87259
2013-12-01,Gas and Other Fossil,193029.34,193.02934
2013-12-01,Hydro,41415.24,41.41524
2013-12-01,"Hydro, Bioenergy and Other Renewables",55624.09,55.624089999999995
2013-12-01,Nuclear,142587.16999999998,142.58717
2013-12-01,Other Fossil,7156.75,7.15675
2013-12-01,Other Renewables,3322.48,3.32248
2013-12-01,Renewables,85258.26,85.25825999999999
2013-12-01,Solar,1700.05,1.70005
2013-12-01,Total Generation,704594.08,704.59408
2013-12-01,Wind,27934.12,27.93412
2013-12-01,Wind and Solar,29634.170000000002,29.63417
2014-01-01,Bioenergy,10951.32,10.951319999999999
2014-01-01,Clean,241845.03,241.84503
2014-01-01,Coal,314194.77,314.19477
2014-01-01,Fossil,512183.32,512.18332
2014-01-01,Gas,182121.92,182.12192000000002
2014-01-01,Gas and Other Fossil,197988.55,197.98854999999998
2014-01-01,Hydro,42688.23,42.688230000000004
2014-01-01,"Hydro, Bioenergy and Other Renewables",56947.15,56.94715
2014-01-01,Nuclear,146325.2,146.32520000000002
2014-01-01,Other Fossil,15866.63,15.866629999999999
2014-01-01,Other Renewables,3307.6,3.3076
2014-01-01,Renewables,95519.83,95.51983
2014-01-01,Solar,2750.26,2.7502600000000004
2014-01-01,Total Generation,754028.35,754.0283499999999
2014-01-01,Wind,35822.42,35.82242
2014-01-01,Wind and Solar,38572.68,38.57268
2014-02-01,Bioenergy,9901.68,9.90168
2014-02-01,Clean,203042.42,203.04242000000002
2014-02-01,Coal,286588.95,286.58895
2014-02-01,Fossil,445663.06,445.66306
2014-02-01,Gas,151884.64,151.88464000000002
2014-02-01,Gas and Other Fossil,159074.12,159.07412
2014-02-01,Hydro,33901.96,33.90196
2014-02-01,"Hydro, Bioenergy and Other Renewables",46749.58,46.74958
2014-02-01,Nuclear,125277.9,125.27789999999999
2014-02-01,Other Fossil,7189.4800000000005,7.1894800000000005
2014-02-01,Other Renewables,2945.94,2.9459400000000002
2014-02-01,Renewables,77764.52,77.76452
2014-02-01,Solar,2997.62,2.99762
2014-02-01,Total Generation,648705.49,648.7054899999999
2014-02-01,Wind,28017.32,28.017319999999998
2014-02-01,Wind and Solar,31014.94,31.01494
2014-03-01,Bioenergy,10919.65,10.919649999999999
2014-03-01,Clean,226562.40999999997,226.56240999999997
2014-03-01,Coal,272885.17000000004,272.88517
2014-03-01,Fossil,437095.89,437.09589
2014-03-01,Gas,156301.86000000002,156.30186
2014-03-01,Gas and Other Fossil,164210.72999999998,164.21072999999998
2014-03-01,Hydro,47671.46,47.671459999999996
2014-03-01,"Hydro, Bioenergy and Other Renewables",61848.21,61.84821
2014-03-01,Nuclear,124794.16,124.79416
2014-03-01,Other Fossil,7908.87,7.90887
2014-03-01,Other Renewables,3257.1,3.2571
2014-03-01,Renewables,101768.25,101.76825
2014-03-01,Solar,4448.28,4.44828
2014-03-01,Total Generation,663658.31,663.65831
2014-03-01,Wind,35471.76,35.47176
2014-03-01,Wind and Solar,39920.04,39.92004
2014-04-01,Bioenergy,10078.85,10.078850000000001
2014-04-01,Clean,218353.38999999998,218.35339
2014-04-01,Coal,218561.16999999998,218.56116999999998
2014-04-01,Fossil,377721.55,377.72155
2014-04-01,Gas,153563.77000000002,153.56377
2014-04-01,Gas and Other Fossil,159160.37,159.16037
2014-04-01,Hydro,50123.61,50.12361
2014-04-01,"Hydro, Bioenergy and Other Renewables",63362.11,63.36211
2014-04-01,Nuclear,112769.17,112.76917
2014-04-01,Other Fossil,5596.6,5.5966000000000005
2014-04-01,Other Renewables,3159.65,3.15965
2014-04-01,Renewables,105584.22,105.58422
2014-04-01,Solar,4951.0199999999995,4.95102
2014-04-01,Total Generation,596074.9299999999,596.0749299999999
2014-04-01,Wind,37271.09,37.271089999999994
2014-04-01,Wind and Solar,42222.11,42.22211
2014-05-01,Bioenergy,10277.37,10.277370000000001
2014-05-01,Clean,228149.49000000002,228.14949000000001
2014-05-01,Coal,237571.57,237.57157
2014-05-01,Fossil,421841.81,421.84181
2014-05-01,Gas,178239.33,178.23933
2014-05-01,Gas and Other Fossil,184270.24,184.27024
2014-05-01,Hydro,51886.28,51.88628
2014-05-01,"Hydro, Bioenergy and Other Renewables",65368.61,65.36861
2014-05-01,Nuclear,125894.84,125.89484
2014-05-01,Other Fossil,6030.91,6.0309099999999995
2014-05-01,Other Renewables,3204.96,3.2049600000000003
2014-05-01,Renewables,102254.65,102.25465
2014-05-01,Solar,5683.33,5.68333
2014-05-01,Total Generation,649991.3,649.9913
2014-05-01,Wind,31202.71,31.20271
2014-05-01,Wind and Solar,36886.04,36.88604
2014-06-01,Bioenergy,10896.789999999999,10.89679
2014-06-01,Clean,238129.46,238.12946
2014-06-01,Coal,275153.82,275.15382
2014-06-01,Fossil,478026.77,478.02677
2014-06-01,Gas,196935.26,196.93526
2014-06-01,Gas and Other Fossil,202872.96,202.87295999999998
2014-06-01,Hydro,50181.65,50.181650000000005
2014-06-01,"Hydro, Bioenergy and Other Renewables",64207.6,64.2076
2014-06-01,Nuclear,136276.44999999998,136.27644999999998
2014-06-01,Other Fossil,5937.700000000001,5.9377
2014-06-01,Other Renewables,3129.16,3.1291599999999997
2014-06-01,Renewables,101853.01,101.85301
2014-06-01,Solar,6047.75,6.04775
2014-06-01,Total Generation,716156.24,716.15624
2014-06-01,Wind,31597.66,31.59766
2014-06-01,Wind and Solar,37645.409999999996,37.64541
2014-07-01,Bioenergy,11498.66,11.49866
2014-07-01,Clean,236412.88999999998,236.41288999999998
2014-07-01,Coal,299254.12,299.25412
2014-07-01,Fossil,535852.1699999999,535.8521699999999
2014-07-01,Gas,230162.53,230.16253
2014-07-01,Gas and Other Fossil,236598.05000000002,236.59805000000003
2014-07-01,Hydro,47625.49,47.62549
2014-07-01,"Hydro, Bioenergy and Other Renewables",62285.39,62.28539
2014-07-01,Nuclear,143880.26,143.88026000000002
2014-07-01,Other Fossil,6435.52,6.43552
2014-07-01,Other Renewables,3161.24,3.16124
2014-07-01,Renewables,92532.63,92.53263000000001
2014-07-01,Solar,5872.4800000000005,5.87248
2014-07-01,Total Generation,772265.06,772.2650600000001
2014-07-01,Wind,24374.760000000002,24.374760000000002
2014-07-01,Wind and Solar,30247.239999999998,30.247239999999998
2014-08-01,Bioenergy,11282.88,11.282879999999999
2014-08-01,Clean,221001.35,221.00135
2014-08-01,Coal,296903.28,296.90328000000005
2014-08-01,Fossil,548363.54,548.3635400000001
2014-08-01,Gas,244696.83000000002,244.69683
2014-08-01,Gas and Other Fossil,251460.27000000002,251.46027
2014-08-01,Hydro,37933.799999999996,37.9338
2014-08-01,"Hydro, Bioenergy and Other Renewables",52365.66,52.365660000000005
2014-08-01,Nuclear,142257.46000000002,142.25746
2014-08-01,Other Fossil,6763.4400000000005,6.76344
2014-08-01,Other Renewables,3148.98,3.14898
2014-08-01,Renewables,78743.89,78.74389
2014-08-01,Solar,6037.23,6.037229999999999
2014-08-01,Total Generation,769364.9,769.3649
2014-08-01,Wind,20341.0,20.341
2014-08-01,Wind and Solar,26378.23,26.37823
2014-09-01,Bioenergy,10467.33,10.46733
2014-09-01,Clean,208481.38999999998,208.48138999999998
2014-09-01,Coal,252220.77000000002,252.22077000000002
2014-09-01,Fossil,471801.98,471.80197999999996
2014-09-01,Gas,213163.19,213.16319000000001
2014-09-01,Gas and Other Fossil,219581.21,219.58121
2014-09-01,Hydro,31064.91,31.06491
2014-09-01,"Hydro, Bioenergy and Other Renewables",44615.6,44.6156
2014-09-01,Nuclear,135069.0,135.069
2014-09-01,Other Fossil,6418.0199999999995,6.418019999999999
2014-09-01,Other Renewables,3083.36,3.0833600000000003
2014-09-01,Renewables,73412.39,73.41239
2014-09-01,Solar,5757.25,5.75725
2014-09-01,Total Generation,680283.37,680.28337
2014-09-01,Wind,23039.54,23.039540000000002
2014-09-01,Wind and Solar,28796.79,28.79679
2014-10-01,Bioenergy,10296.69,10.29669
2014-10-01,Clean,206109.6,206.1096
2014-10-01,Coal,222591.93000000002,222.59193000000002
2014-10-01,Fossil,424160.12,424.16012
2014-10-01,Gas,195366.04,195.36604
2014-10-01,Gas and Other Fossil,201568.19,201.56819000000002
2014-10-01,Hydro,33423.22,33.42322
2014-10-01,"Hydro, Bioenergy and Other Renewables",46948.17,46.94817
2014-10-01,Nuclear,124781.95999999999,124.78196
2014-10-01,Other Fossil,6202.15,6.20215
2014-10-01,Other Renewables,3228.26,3.22826
2014-10-01,Renewables,81327.64,81.32764
2014-10-01,Solar,5363.6,5.3636
2014-10-01,Total Generation,630269.72,630.26972
2014-10-01,Wind,29015.87,29.01587
2014-10-01,Wind and Solar,34379.469999999994,34.37946999999999
2014-11-01,Bioenergy,10396.47,10.396469999999999
2014-11-01,Clean,222182.78,222.18278
2014-11-01,Coal,238254.9,238.2549
2014-11-01,Fossil,413344.19,413.34419
2014-11-01,Gas,168707.02000000002,168.70702000000003
2014-11-01,Gas and Other Fossil,175089.29,175.08929
2014-11-01,Hydro,36187.74,36.18774
2014-11-01,"Hydro, Bioenergy and Other Renewables",49825.68,49.82568
2014-11-01,Nuclear,130280.39,130.28039
2014-11-01,Other Fossil,6382.2699999999995,6.382269999999999
2014-11-01,Other Renewables,3241.47,3.2414699999999996
2014-11-01,Renewables,91902.39,91.90239
2014-11-01,Solar,4342.86,4.34286
2014-11-01,Total Generation,635526.97,635.52697
2014-11-01,Wind,37733.85,37.73385
2014-11-01,Wind and Solar,42076.71,42.07671
2014-12-01,Bioenergy,11006.56,11.00656
2014-12-01,Clean,237733.72999999998,237.73372999999998
2014-12-01,Coal,249240.23,249.24023
2014-12-01,Fossil,437937.58,437.93758
2014-12-01,Gas,182075.6,182.0756
2014-12-01,Gas and Other Fossil,188697.35,188.69735
2014-12-01,Hydro,43697.840000000004,43.69784000000001
2014-12-01,"Hydro, Bioenergy and Other Renewables",57990.47,57.99047
2014-12-01,Nuclear,146725.09,146.72509
2014-12-01,Other Fossil,6621.75,6.62175
2014-12-01,Other Renewables,3286.0699999999997,3.2860699999999996
2014-12-01,Renewables,91008.64,91.00864
2014-12-01,Solar,3595.65,3.59565
2014-12-01,Total Generation,675671.31,675.6713100000001
2014-12-01,Wind,29422.52,29.42252
2014-12-01,Wind and Solar,33018.17,33.01817
2015-01-01,Bioenergy,10882.9,10.8829
2015-01-01,Clean,243958.84,243.95884
2015-01-01,Coal,264901.05,264.90105
2015-01-01,Fossil,476850.56,476.85056
2015-01-01,Gas,203374.78,203.37478
2015-01-01,Gas and Other Fossil,211949.51,211.94951
2015-01-01,Hydro,47174.67,47.17467
2015-01-01,"Hydro, Bioenergy and Other Renewables",61297.45,61.29745
2015-01-01,Nuclear,148539.96,148.53995999999998
2015-01-01,Other Fossil,8574.73,8.574729999999999
2015-01-01,Other Renewables,3239.88,3.2398800000000003
2015-01-01,Renewables,95418.88,95.41888
2015-01-01,Solar,3797.14,3.7971399999999997
2015-01-01,Total Generation,720809.4,720.8094
2015-01-01,Wind,30324.29,30.32429
2015-01-01,Wind and Solar,34121.43,34.121430000000004
2015-02-01,Bioenergy,9791.88,9.791879999999999
2015-02-01,Clean,217789.21,217.78921
2015-02-01,Coal,253953.66999999998,253.95367
2015-02-01,Fossil,451014.14,451.01414
2015-02-01,Gas,182624.87,182.62487
2015-02-01,Gas and Other Fossil,197060.46,197.06045999999998
2015-02-01,Hydro,43660.020000000004,43.66002
2015-02-01,"Hydro, Bioenergy and Other Renewables",56431.35,56.43135
2015-02-01,Nuclear,126922.96,126.92296
2015-02-01,Other Fossil,14435.59,14.43559
2015-02-01,Other Renewables,2979.45,2.97945
2015-02-01,Renewables,90866.25,90.86625
2015-02-01,Solar,4591.83,4.59183
2015-02-01,Total Generation,668803.34,668.8033399999999
2015-02-01,Wind,29843.07,29.84307
2015-02-01,Wind and Solar,34434.9,34.4349
2015-03-01,Bioenergy,10337.89,10.33789
2015-03-01,Clean,227492.01,227.49201000000002
2015-03-01,Coal,216975.09,216.97509
2015-03-01,Fossil,422213.03,422.21303
2015-03-01,Gas,198845.42,198.84542000000002
2015-03-01,Gas and Other Fossil,205237.94,205.23794
2015-03-01,Hydro,47743.21,47.74321
2015-03-01,"Hydro, Bioenergy and Other Renewables",61379.44,61.37944
2015-03-01,Nuclear,129093.59000000001,129.09359
2015-03-01,Other Fossil,6392.52,6.39252
2015-03-01,Other Renewables,3298.3399999999997,3.2983399999999996
2015-03-01,Renewables,98398.42,98.39842
2015-03-01,Solar,6403.11,6.40311
2015-03-01,Total Generation,649705.04,649.70504
2015-03-01,Wind,30615.870000000003,30.61587
2015-03-01,Wind and Solar,37018.979999999996,37.01898
2015-04-01,Bioenergy,9950.949999999999,9.950949999999999
2015-04-01,Clean,220074.08,220.07407999999998
2015-04-01,Coal,177978.29,177.97829000000002
2015-04-01,Fossil,369565.72,369.56572
2015-04-01,Gas,185611.97,185.61197
2015-04-01,Gas and Other Fossil,191587.44,191.58744000000002
2015-04-01,Hydro,44513.13,44.51313
2015-04-01,"Hydro, Bioenergy and Other Renewables",57494.74,57.49474
2015-04-01,Nuclear,119569.02,119.56902000000001
2015-04-01,Other Fossil,5975.47,5.9754700000000005
2015-04-01,Other Renewables,3030.66,3.0306599999999997
2015-04-01,Renewables,100505.06,100.50506
2015-04-01,Solar,7276.0199999999995,7.27602
2015-04-01,Total Generation,589639.8099999999,589.6398099999999
2015-04-01,Wind,35734.3,35.734300000000005
2015-04-01,Wind and Solar,43010.32,43.01032
2015-05-01,Bioenergy,10272.69,10.27269
2015-05-01,Clean,226781.78,226.78178
2015-05-01,Coal,209169.02000000002,209.16902000000002
2015-05-01,Fossil,418789.88,418.78988
2015-05-01,Gas,203032.74000000002,203.03274000000002
2015-05-01,Gas and Other Fossil,209620.86000000002,209.62086000000002
2015-05-01,Hydro,39510.45,39.51045
2015-05-01,"Hydro, Bioenergy and Other Renewables",53040.34,53.04033999999999
2015-05-01,Nuclear,131653.05000000002,131.65305
2015-05-01,Other Fossil,6588.12,6.58812
2015-05-01,Other Renewables,3257.2000000000003,3.2572
2015-05-01,Renewables,95128.73000000001,95.12873
2015-05-01,Solar,7785.7,7.785699999999999
2015-05-01,Total Generation,645571.66,645.5716600000001
2015-05-01,Wind,34302.69,34.302690000000005
2015-05-01,Wind and Solar,42088.39,42.08839
2015-06-01,Bioenergy,10559.960000000001,10.55996
2015-06-01,Clean,225493.75999999998,225.49375999999998
2015-06-01,Coal,251346.19999999998,251.34619999999998
2015-06-01,Fossil,500977.26,500.97726
2015-06-01,Gas,242955.48,242.95548000000002
2015-06-01,Gas and Other Fossil,249631.06,249.63106
2015-06-01,Hydro,40032.54,40.03254
2015-06-01,"Hydro, Bioenergy and Other Renewables",53697.399999999994,53.697399999999995
2015-06-01,Nuclear,137032.31,137.03231
2015-06-01,Other Fossil,6675.58,6.67558
2015-06-01,Other Renewables,3104.9,3.1049
2015-06-01,Renewables,88461.45,88.46145
2015-06-01,Solar,7921.53,7.92153
2015-06-01,Total Generation,726471.02,726.4710200000001
2015-06-01,Wind,26842.52,26.84252
2015-06-01,Wind and Solar,34764.05,34.764050000000005
2015-07-01,Bioenergy,11590.03,11.59003
2015-07-01,Clean,234283.47999999998,234.28347999999997
2015-07-01,Coal,278199.75,278.19975
2015-07-01,Fossil,567882.14,567.88214
2015-07-01,Gas,282238.14999999997,282.23814999999996
2015-07-01,Gas and Other Fossil,289682.39999999997,289.6824
2015-07-01,Hydro,41001.62,41.00162
2015-07-01,"Hydro, Bioenergy and Other Renewables",55890.61,55.89061
2015-07-01,Nuclear,142824.35,142.82435
2015-07-01,Other Fossil,7444.24,7.44424
2015-07-01,Other Renewables,3298.96,3.29896
2015-07-01,Renewables,91459.13,91.45913
2015-07-01,Solar,8217.61,8.21761
2015-07-01,Total Generation,802165.62,802.16562
2015-07-01,Wind,27350.91,27.35091
2015-07-01,Wind and Solar,35568.52,35.56852
2015-08-01,Bioenergy,11418.82,11.41882
2015-08-01,Clean,230968.79,230.96879
2015-08-01,Coal,269340.6,269.3406
2015-08-01,Fossil,554671.62,554.67162
2015-08-01,Gas,278167.51,278.16751
2015-08-01,Gas and Other Fossil,285331.01,285.33101
2015-08-01,Hydro,36992.5,36.9925
2015-08-01,"Hydro, Bioenergy and Other Renewables",51676.32,51.67632
2015-08-01,Nuclear,144830.69,144.83069
2015-08-01,Other Fossil,7163.5,7.1635
2015-08-01,Other Renewables,3265.0,3.265
2015-08-01,Renewables,86138.1,86.13810000000001
2015-08-01,Solar,8301.69,8.30169
2015-08-01,Total Generation,785640.4,785.6404
2015-08-01,Wind,26160.09,26.16009
2015-08-01,Wind and Solar,34461.78,34.46178
2015-09-01,Bioenergy,10511.24,10.511239999999999
2015-09-01,Clean,212533.88,212.53388
2015-09-01,Coal,235971.28,235.97128
2015-09-01,Fossil,488826.06,488.82606
2015-09-01,Gas,246071.83000000002,246.07183
2015-09-01,Gas and Other Fossil,252854.78,252.85478
2015-09-01,Hydro,31100.13,31.10013
2015-09-01,"Hydro, Bioenergy and Other Renewables",44552.64,44.55264
2015-09-01,Nuclear,132952.77,132.95277
2015-09-01,Other Fossil,6782.95,6.78295
2015-09-01,Other Renewables,2941.2700000000004,2.9412700000000003
2015-09-01,Renewables,79581.11,79.58111
2015-09-01,Solar,7085.33,7.08533
2015-09-01,Total Generation,701359.94,701.3599399999999
2015-09-01,Wind,27943.14,27.94314
2015-09-01,Wind and Solar,35028.47,35.02847
2015-10-01,Bioenergy,10190.33,10.19033
2015-10-01,Clean,205896.31,205.89631
2015-10-01,Coal,193516.99,193.51699
2015-10-01,Fossil,419625.62,419.62561999999997
2015-10-01,Gas,220010.09,220.01009
2015-10-01,Gas and Other Fossil,226108.63,226.10863
2015-10-01,Hydro,32374.13,32.37413
2015-10-01,"Hydro, Bioenergy and Other Renewables",45787.799999999996,45.7878
2015-10-01,Nuclear,121141.87,121.14187
2015-10-01,Other Fossil,6098.54,6.09854
2015-10-01,Other Renewables,3223.34,3.2233400000000003
2015-10-01,Renewables,84754.44,84.75444
2015-10-01,Solar,6206.58,6.20658
2015-10-01,Total Generation,625521.9299999999,625.5219299999999
2015-10-01,Wind,32760.06,32.76006
2015-10-01,Wind and Solar,38966.64000000001,38.966640000000005
2015-11-01,Bioenergy,10639.17,10.63917
2015-11-01,Clean,217298.75999999998,217.29876
2015-11-01,Coal,174454.28,174.45428
2015-11-01,Fossil,385100.41,385.10040999999995
2015-11-01,Gas,204472.52,204.47252
2015-11-01,Gas and Other Fossil,210646.13,210.64613
2015-11-01,Hydro,38105.100000000006,38.10510000000001
2015-11-01,"Hydro, Bioenergy and Other Renewables",51991.16,51.99116
2015-11-01,Nuclear,120527.88,120.52788000000001
2015-11-01,Other Fossil,6173.61,6.17361
2015-11-01,Other Renewables,3246.89,3.24689
2015-11-01,Renewables,96770.88,96.77088
2015-11-01,Solar,5416.29,5.41629
2015-11-01,Total Generation,602399.1699999999,602.3991699999999
2015-11-01,Wind,39363.43,39.36343
2015-11-01,Wind and Solar,44779.72,44.779720000000005
