State,Year,Month,Value,Anomaly
KS,2004,5,55.5,0.1
KS,2004,6,55.6,0.1
KS,2004,7,55.1,-0.3
KS,2004,8,54.4,-1.0
KS,2004,9,54.9,-0.6
KS,2004,10,54.9,-0.6
KS,2004,11,55.0,-0.5
KS,2004,12,55.1,-0.4
KS,2005,1,55.0,-0.4
KS,2005,2,55.6,0.2
KS,2005,3,55.3,-0.1
KS,2005,4,55.3,-0.1
KS,2005,5,55.0,-0.4
KS,2005,6,55.3,-0.2
KS,2005,7,55.6,0.2
KS,2005,8,56.0,0.6
KS,2005,9,56.1,0.6
KS,2005,10,56.1,0.6
KS,2005,11,56.3,0.8
KS,2005,12,55.9,0.4
KS,2006,1,56.8,1.4
KS,2006,2,56.5,1.1
KS,2006,3,56.5,1.1
KS,2006,4,56.9,1.5
KS,2006,5,57.1,1.7
KS,2006,6,57.1,1.6
KS,2006,7,57.3,1.9
KS,2006,8,57.5,2.1
KS,2006,9,56.8,1.3
KS,2006,10,56.6,1.1
KS,2006,11,56.5,1.0
KS,2006,12,56.9,1.4
KS,2007,1,55.7,0.3
KS,2007,2,55.3,-0.1
KS,2007,3,55.9,0.5
KS,2007,4,55.1,-0.3
KS,2007,5,55.2,-0.2
KS,2007,6,54.9,-0.6
KS,2007,7,54.6,-0.8
KS,2007,8,54.8,-0.6
KS,2007,9,55.3,-0.2
KS,2007,10,55.7,0.2
KS,2007,11,55.6,0.1
KS,2007,12,55.1,-0.4
KS,2008,1,55.3,-0.1
KS,2008,2,55.5,0.1
KS,2008,3,54.8,-0.6
KS,2008,4,54.7,-0.7
KS,2008,5,54.5,-0.9
KS,2008,6,54.6,-0.9
KS,2008,7,54.7,-0.7
KS,2008,8,54.1,-1.3
KS,2008,9,53.8,-1.7
KS,2008,10,53.5,-2.0
KS,2008,11,53.5,-2.0
KS,2008,12,53.6,-1.9
KS,2009,1,53.7,-1.7
KS,2009,2,54.3,-1.1
KS,2009,3,54.4,-1.0
KS,2009,4,54.5,-0.9
KS,2009,5,54.5,-0.9
KS,2009,6,54.6,-0.9
KS,2009,7,54.3,-1.1
KS,2009,8,54.3,-1.1
KS,2009,9,54.2,-1.3
KS,2009,10,53.6,-1.9
KS,2009,11,53.9,-1.6
KS,2009,12,53.6,-1.9
KS,2010,1,53.3,-2.1
KS,2010,2,52.4,-3.0
KS,2010,3,52.4,-3.0
KS,2010,4,52.9,-2.5
KS,2010,5,52.8,-2.6
KS,2010,6,53.0,-2.5
KS,2010,7,53.4,-2.0
KS,2010,8,53.8,-1.6
KS,2010,9,54.3,-1.2
KS,2010,10,55.1,-0.4
KS,2010,11,54.8,-0.7
KS,2010,12,55.3,-0.2
KS,2011,1,55.3,-0.1
KS,2011,2,55.3,-0.1
KS,2011,3,55.3,-0.1
KS,2011,4,55.1,-0.3
KS,2011,5,55.1,-0.3
KS,2011,6,55.1,-0.4
KS,2011,7,55.6,0.2
KS,2011,8,55.7,0.3
KS,2011,9,55.3,-0.2
KS,2011,10,55.1,-0.4
KS,2011,11,55.1,-0.4
KS,2011,12,55.2,-0.3
KS,2012,1,55.9,0.5
KS,2012,2,56.5,1.1
KS,2012,3,57.5,2.1
KS,2012,4,57.8,2.4
KS,2012,5,58.3,2.9
KS,2012,6,58.4,2.9
KS,2012,7,58.4,3.0
KS,2012,8,58.0,2.6
KS,2012,9,58.2,2.7
KS,2012,10,57.9,2.4
KS,2012,11,58.1,2.6
KS,2012,12,58.2,2.7
KS,2013,1,57.9,2.5
KS,2013,2,57.6,2.2
KS,2013,3,56.3,0.9
KS,2013,4,55.4,0.0
KS,2013,5,55.0,-0.4
KS,2013,6,54.8,-0.7
KS,2013,7,54.2,-1.2
KS,2013,8,54.2,-1.2
KS,2013,9,54.5,-1.0
KS,2013,10,54.6,-0.9
KS,2013,11,54.2,-1.3
KS,2013,12,53.7,-1.8
KS,2014,1,53.5,-1.9
KS,2014,2,53.0,-2.4
KS,2014,3,53.0,-2.4
KS,2014,4,53.5,-1.9
KS,2014,5,53.6,-1.8
KS,2014,6,53.5,-2.0
KS,2014,7,53.3,-2.1
KS,2014,8,53.5,-1.9
KS,2014,9,53.2,-2.3
KS,2014,10,53.5,-2.0
KS,2014,11,53.2,-2.3
KS,2014,12,53.7,-1.8
KS,2015,1,53.9,-1.5
KS,2015,2,54.2,-1.2
KS,2015,3,54.7,-0.7
KS,2015,4,54.9,-0.5
KS,2015,5,54.6,-0.8
KS,2015,6,54.8,-0.7
KS,2015,7,55.1,-0.3
KS,2015,8,54.9,-0.5
KS,2015,9,55.4,-0.1
KS,2015,10,55.4,-0.1
KS,2015,11,56.1,0.6
KS,2015,12,56.3,0.8
KS,2016,1,56.3,0.9
KS,2016,2,57.1,1.7
KS,2016,3,57.3,1.9
KS,2016,4,57.3,1.9
KS,2016,5,57.3,1.9
KS,2016,6,57.5,2.0
KS,2016,7,57.5,2.1
KS,2016,8,57.6,2.2
KS,2016,9,57.3,1.8
KS,2016,10,57.5,2.0
KS,2016,11,57.8,2.3
KS,2016,12,57.2,1.7
KS,2017,1,57.3,1.9
KS,2017,2,57.4,2.0
KS,2017,3,57.4,2.0
KS,2017,4,57.3,1.9
KS,2017,5,57.4,2.0
KS,2017,6,57.2,1.7
KS,2017,7,57.2,1.8
KS,2017,8,56.9,1.5
KS,2017,9,56.9,1.4
KS,2017,10,56.6,1.1
KS,2017,11,56.2,0.7
KS,2017,12,56.5,1.0
KS,2018,1,56.2,0.8
KS,2018,2,55.3,-0.1
KS,2018,3,55.1,-0.3
KS,2018,4,54.4,-1.0
KS,2018,5,55.1,-0.3
KS,2018,6,55.4,-0.1
KS,2018,7,55.3,-0.1
KS,2018,8,55.5,0.1
KS,2018,9,55.5,0.0
KS,2018,10,55.1,-0.4
KS,2018,11,54.5,-1.0
KS,2018,12,54.6,-0.9
KS,2019,1,54.7,-0.7
KS,2019,2,54.4,-1.0
KS,2019,3,53.8,-1.6
KS,2019,4,54.5,-0.9
KS,2019,5,53.6,-1.8
KS,2019,6,53.1,-2.4
KS,2019,7,53.1,-2.3
KS,2019,8,53.2,-2.2
KS,2019,9,53.7,-1.8
KS,2019,10,53.5,-2.0
KS,2019,11,53.6,-1.9
KS,2019,12,53.8,-1.7
KS,2020,1,54.0,-1.4
KS,2020,2,54.6,-0.8
KS,2020,3,55.3,-0.1
KS,2020,4,55.1,-0.3
KS,2020,5,55.2,-0.2
KS,2020,6,55.7,0.2
KS,2020,7,55.7,0.3
KS,2020,8,55.6,0.2
KS,2020,9,54.9,-0.6
KS,2020,10,55.0,-0.5
KS,2020,11,55.7,0.2
KS,2020,12,55.6,0.1
KS,2021,1,55.6,0.2
KS,2021,2,54.7,-0.7
KS,2021,3,54.7,-0.7
KS,2021,4,54.7,-0.7
KS,2021,5,54.7,-0.7
KS,2021,6,54.6,-0.9
KS,2021,7,54.5,-0.9
KS,2021,8,54.7,-0.7
KS,2021,9,55.3,-0.2
KS,2021,10,55.8,0.3
KS,2021,11,55.7,0.2
KS,2021,12,56.1,0.6
KS,2022,1,55.8,0.4
KS,2022,2,56.4,1.0
KS,2022,3,56.1,0.7
KS,2022,4,56.2,0.8
KS,2022,5,56.4,1.0
KS,2022,6,56.4,0.9
KS,2022,7,56.7,1.3
KS,2022,8,56.7,1.3
KS,2022,9,56.6,1.1
KS,2022,10,56.5,1.0
KS,2022,11,56.0,0.5
KS,2022,12,55.2,-0.3
KS,2023,1,55.4,0.0
KS,2023,2,55.7,0.3
KS,2023,3,55.6,0.2
KS,2023,4,55.6,0.2
KS,2023,5,55.7,0.3
KS,2023,6,55.5,0.0
KS,2023,7,55.3,-0.1
KS,2023,8,55.2,-0.2
KS,2023,9,55.3,-0.2
KS,2023,10,55.3,-0.2
KS,2023,11,55.6,0.1
KS,2023,12,56.3,0.8
KY,2000,1,57.0,0.4
KY,2000,2,57.1,0.4
KY,2000,3,57.8,1.1
KY,2000,4,57.4,0.7
KY,2000,5,57.6,0.9
KY,2000,6,57.6,0.9
KY,2000,7,57.1,0.4
KY,2000,8,57.1,0.4
KY,2000,9,57.0,0.3
KY,2000,10,57.3,0.6
KY,2000,11,56.7,0.0
KY,2000,12,55.7,-1.0
KY,2001,1,55.5,-1.1
KY,2001,2,55.4,-1.3
KY,2001,3,54.6,-2.1
KY,2001,4,55.1,-1.6
KY,2001,5,55.1,-1.6
KY,2001,6,54.9,-1.8
KY,2001,7,55.0,-1.7
KY,2001,8,55.1,-1.6
KY,2001,9,55.0,-1.7
KY,2001,10,54.8,-1.9
KY,2001,11,55.3,-1.4
KY,2001,12,56.6,-0.1
KY,2002,1,57.1,0.5
KY,2002,2,56.9,0.2
KY,2002,3,57.2,0.5
KY,2002,4,57.1,0.4
KY,2002,5,56.8,0.1
KY,2002,6,57.1,0.4
KY,2002,7,57.3,0.6
KY,2002,8,57.4,0.7
KY,2002,9,57.8,1.1
KY,2002,10,57.9,1.2
KY,2002,11,57.3,0.6
KY,2002,12,56.8,0.1
KY,2003,1,56.0,-0.6
KY,2003,2,55.6,-1.1
KY,2003,3,55.9,-0.8
KY,2003,4,55.8,-0.9
KY,2003,5,56.0,-0.7
KY,2003,6,55.5,-1.2
KY,2003,7,55.3,-1.4
KY,2003,8,55.1,-1.6
KY,2003,9,54.7,-2.0
KY,2003,10,54.6,-2.1
KY,2003,11,55.2,-1.5
KY,2003,12,55.2,-1.5
KY,2004,1,55.6,-1.0
KY,2004,2,55.9,-0.8
KY,2004,3,55.9,-0.8
KY,2004,4,55.7,-1.0
KY,2004,5,56.2,-0.5
KY,2004,6,56.4,-0.3
KY,2004,7,56.4,-0.3
KY,2004,8,56.0,-0.7
KY,2004,9,56.2,-0.5
KY,2004,10,56.5,-0.2
KY,2004,11,56.5,-0.2
KY,2004,12,56.4,-0.3
KY,2005,1,57.0,0.4
KY,2005,2,57.3,0.6
KY,2005,3,56.7,0.0
KY,2005,4,56.8,0.1
KY,2005,5,56.2,-0.5
KY,2005,6,56.4,-0.3
KY,2005,7,56.6,-0.1
KY,2005,8,57.2,0.5
KY,2005,9,57.4,0.7
KY,2005,10,57.2,0.5
KY,2005,11,57.0,0.3
KY,2005,12,56.8,0.1
KY,2006,1,57.1,0.5
KY,2006,2,56.7,0.0
KY,2006,3,57.0,0.3
KY,2006,4,57.3,0.6
KY,2006,5,57.4,0.7
KY,2006,6,57.2,0.5
KY,2006,7,57.1,0.4
KY,2006,8,57.1,0.4
KY,2006,9,56.5,-0.2
KY,2006,10,56.2,-0.5
KY,2006,11,56.1,-0.6
KY,2006,12,56.8,0.1
KY,2007,1,56.4,-0.2
KY,2007,2,55.9,-0.8
KY,2007,3,56.5,-0.2
KY,2007,4,55.9,-0.8
KY,2007,5,56.3,-0.4
KY,2007,6,56.5,-0.2
KY,2007,7,56.3,-0.4
KY,2007,8,56.6,-0.1
KY,2007,9,57.2,0.5
KY,2007,10,57.9,1.2
KY,2007,11,57.8,1.1
KY,2007,12,57.7,1.0
KY,2008,1,57.3,0.7
KY,2008,2,58.0,1.3
KY,2008,3,57.3,0.6
KY,2008,4,57.5,0.8
KY,2008,5,57.0,0.3
KY,2008,6,57.0,0.3
KY,2008,7,57.1,0.4
KY,2008,8,56.5,-0.2
KY,2008,9,56.4,-0.3
KY,2008,10,55.9,-0.8
KY,2008,11,55.7,-1.0
KY,2008,12,55.4,-1.3
KY,2009,1,55.1,-1.5
KY,2009,2,55.2,-1.5
KY,2009,3,55.5,-1.2
KY,2009,4,55.5,-1.2
KY,2009,5,55.7,-1.0
KY,2009,6,55.7,-1.0
KY,2009,7,55.4,-1.3
KY,2009,8,55.4,-1.3
KY,2009,9,55.2,-1.5
KY,2009,10,55.0,-1.7
KY,2009,11,55.5,-1.2
KY,2009,12,55.4,-1.3
KY,2010,1,55.4,-1.2
KY,2010,2,54.7,-2.0
KY,2010,3,54.5,-2.2
KY,2010,4,54.9,-1.8
KY,2010,5,55.1,-1.6
KY,2010,6,55.3,-1.4
KY,2010,7,55.9,-0.8
KY,2010,8,56.3,-0.4
KY,2010,9,56.4,-0.3
KY,2010,10,56.7,0.0
KY,2010,11,56.6,-0.1
KY,2010,12,56.0,-0.7
KY,2011,1,56.0,-0.6
KY,2011,2,56.8,0.1
KY,2011,3,56.9,0.2
KY,2011,4,56.8,0.1
KY,2011,5,56.5,-0.2
KY,2011,6,56.3,-0.4
KY,2011,7,56.4,-0.3
KY,2011,8,56.2,-0.5
KY,2011,9,55.9,-0.8
KY,2011,10,55.7,-1.0
KY,2011,11,55.9,-0.8
KY,2011,12,56.9,0.2
KY,2012,1,57.6,1.0
KY,2012,2,57.8,1.1
KY,2012,3,58.7,2.0
KY,2012,4,58.5,1.8
KY,2012,5,59.0,2.3
KY,2012,6,58.8,2.1
KY,2012,7,58.9,2.2
KY,2012,8,58.8,2.1
KY,2012,9,58.8,2.1
KY,2012,10,58.8,2.1
KY,2012,11,58.2,1.5
KY,2012,12,58.4,1.7
KY,2013,1,58.2,1.6
KY,2013,2,57.9,1.2
KY,2013,3,56.3,-0.4
KY,2013,4,56.2,-0.5
KY,2013,5,55.8,-0.9
KY,2013,6,55.8,-0.9
KY,2013,7,55.3,-1.4
KY,2013,8,55.2,-1.5
KY,2013,9,55.3,-1.4
KY,2013,10,55.5,-1.2
KY,2013,11,55.5,-1.2
KY,2013,12,55.0,-1.7
KY,2014,1,54.2,-2.4
KY,2014,2,53.9,-2.8
KY,2014,3,54.1,-2.6
KY,2014,4,54.3,-2.4
KY,2014,5,54.4,-2.3
KY,2014,6,54.5,-2.2
KY,2014,7,54.4,-2.3
KY,2014,8,54.5,-2.2
KY,2014,9,54.4,-2.3
KY,2014,10,54.4,-2.3
KY,2014,11,54.2,-2.5
KY,2014,12,54.3,-2.4
KY,2015,1,54.8,-1.8
KY,2015,2,54.2,-2.5
KY,2015,3,54.5,-2.2
KY,2015,4,54.5,-2.2
KY,2015,5,54.6,-2.1
KY,2015,6,54.6,-2.1
KY,2015,7,54.9,-1.8
KY,2015,8,54.7,-2.0
KY,2015,9,54.9,-1.8
KY,2015,10,54.9,-1.8
KY,2015,11,55.8,-0.9
KY,2015,12,56.6,-0.1
KY,2016,1,56.5,-0.1
KY,2016,2,57.6,0.9
KY,2016,3,58.2,1.5
KY,2016,4,58.2,1.5
KY,2016,5,57.8,1.1
KY,2016,6,57.9,1.2
KY,2016,7,58.0,1.3
KY,2016,8,58.4,1.7
KY,2016,9,58.6,1.9
KY,2016,10,59.0,2.3
KY,2016,11,58.9,2.2
KY,2016,12,57.9,1.2
KY,2017,1,58.7,2.1
KY,2017,2,59.3,2.6
KY,2017,3,59.0,2.3
KY,2017,4,59.3,2.6
KY,2017,5,59.5,2.8
KY,2017,6,59.2,2.5
KY,2017,7,59.2,2.5
KY,2017,8,58.8,2.1
KY,2017,9,58.4,1.7
KY,2017,10,58.2,1.5
KY,2017,11,57.9,1.2
KY,2017,12,57.8,1.1
KY,2018,1,56.9,0.3
KY,2018,2,56.8,0.1
KY,2018,3,56.5,-0.2
KY,2018,4,55.6,-1.1
KY,2018,5,56.1,-0.6
KY,2018,6,56.4,-0.3
KY,2018,7,56.4,-0.3
KY,2018,8,56.6,-0.1
KY,2018,9,57.0,0.3
KY,2018,10,57.0,0.3
KY,2018,11,56.6,-0.1
KY,2018,12,57.0,0.3
KY,2019,1,57.4,0.8
KY,2019,2,57.2,0.5
KY,2019,3,57.1,0.4
KY,2019,4,57.7,1.0
KY,2019,5,57.4,0.7
KY,2019,6,57.1,0.4
KY,2019,7,57.2,0.5
KY,2019,8,57.2,0.5
KY,2019,9,57.3,0.6
KY,2019,10,57.4,0.7
KY,2019,11,57.3,0.6
KY,2019,12,57.5,0.8
KY,2020,1,57.9,1.3
KY,2020,2,57.7,1.0
KY,2020,3,58.4,1.7
KY,2020,4,58.0,1.3
KY,2020,5,57.4,0.7
KY,2020,6,57.5,0.8
KY,2020,7,57.6,0.9
KY,2020,8,57.5,0.8
KY,2020,9,57.0,0.3
KY,2020,10,56.8,0.1
KY,2020,11,57.5,0.8
KY,2020,12,57.1,0.4
KY,2021,1,56.8,0.2
KY,2021,2,56.2,-0.5
KY,2021,3,56.1,-0.6
KY,2021,4,56.2,-0.5
KY,2021,5,56.2,-0.5
KY,2021,6,56.3,-0.4
KY,2021,7,56.1,-0.6
KY,2021,8,56.2,-0.5
KY,2021,9,56.3,-0.4
KY,2021,10,56.6,-0.1
KY,2021,11,56.1,-0.6
KY,2021,12,57.0,0.3
KY,2022,1,56.6,0.0
KY,2022,2,57.1,0.4
KY,2022,3,57.0,0.3
KY,2022,4,57.0,0.3
KY,2022,5,57.4,0.7
KY,2022,6,57.5,0.8
KY,2022,7,57.7,1.0
KY,2022,8,57.5,0.8
KY,2022,9,57.5,0.8
KY,2022,10,56.9,0.2
KY,2022,11,57.1,0.4
KY,2022,12,56.3,-0.4
KY,2023,1,57.3,0.7
KY,2023,2,57.9,1.2
KY,2023,3,57.7,1.0
KY,2023,4,57.9,1.2
KY,2023,5,57.6,0.9
KY,2023,6,57.3,0.6
KY,2023,7,57.2,0.5
KY,2023,8,57.2,0.5
KY,2023,9,57.3,0.6
KY,2023,10,57.6,0.9
KY,2023,11,57.7,1.0
KY,2023,12,58.1,1.4
LA,2000,1,67.7,0.3
LA,2000,2,67.7,0.3
LA,2000,3,68.2,0.8
LA,2000,4,67.7,0.3
LA,2000,5,67.9,0.5
LA,2000,6,67.9,0.5
LA,2000,7,68.0,0.6
LA,2000,8,68.0,0.5
LA,2000,9,68.1,0.7
LA,2000,10,68.2,0.7
LA,2000,11,67.8,0.3
LA,2000,12,67.2,-0.3
LA,2001,1,66.7,-0.7
LA,2001,2,66.6,-0.8
LA,2001,3,65.9,-1.5
LA,2001,4,66.3,-1.1
LA,2001,5,66.1,-1.3
LA,2001,6,66.0,-1.4
LA,2001,7,65.9,-1.5
LA,2001,8,65.7,-1.8
LA,2001,9,65.5,-1.9
LA,2001,10,65.2,-2.3
LA,2001,11,65.8,-1.7
LA,2001,12,66.7,-0.8
LA,2002,1,67.1,-0.3
LA,2002,2,66.5,-0.9
LA,2002,3,66.8,-0.6
LA,2002,4,66.7,-0.7
LA,2002,5,66.7,-0.7
LA,2002,6,66.8,-0.6
LA,2002,7,66.8,-0.6
LA,2002,8,66.8,-0.7
LA,2002,9,67.0,-0.4
LA,2002,10,67.5,0.0
LA,2002,11,66.9,-0.6
LA,2002,12,66.6,-0.9
LA,2003,1,66.2,-1.2
LA,2003,2,66.3,-1.1
LA,2003,3,66.3,-1.1
LA,2003,4,66.1,-1.3
LA,2003,5,66.3,-1.1
LA,2003,6,66.3,-1.1
LA,2003,7,66.3,-1.1
LA,2003,8,66.3,-1.2
LA,2003,9,66.1,-1.3
LA,2003,10,66.0,-1.5
LA,2003,11,66.5,-1.0
LA,2003,12,66.4,-1.1
LA,2004,1,66.8,-0.6
LA,2004,2,66.6,-0.8
LA,2004,3,67.0,-0.4
LA,2004,4,66.9,-0.5
LA,2004,5,66.7,-0.7
LA,2004,6,66.7,-0.7
LA,2004,7,66.7,-0.7
LA,2004,8,66.5,-1.0
LA,2004,9,66.6,-0.8
LA,2004,10,67.1,-0.4
LA,2004,11,67.1,-0.4
LA,2004,12,67.1,-0.4
LA,2005,1,67.5,0.1
LA,2005,2,68.0,0.6
LA,2005,3,67.5,0.1
LA,2005,4,67.5,0.1
LA,2005,5,67.4,0.0
LA,2005,6,67.5,0.1
LA,2005,7,67.6,0.2
LA,2005,8,67.9,0.4
LA,2005,9,68.2,0.8
LA,2005,10,67.6,0.1
LA,2005,11,67.6,0.1
LA,2005,12,67.5,0.0
LA,2006,1,67.6,0.2
LA,2006,2,67.3,-0.1
LA,2006,3,67.6,0.2
LA,2006,4,68.1,0.7
LA,2006,5,68.2,0.8
LA,2006,6,68.2,0.8
LA,2006,7,68.2,0.8
LA,2006,8,68.2,0.7
LA,2006,9,67.7,0.3
LA,2006,10,67.8,0.3
LA,2006,11,67.5,0.0
LA,2006,12,67.8,0.3
LA,2007,1,67.3,-0.1
LA,2007,2,67.3,-0.1
LA,2007,3,67.4,0.0
LA,2007,4,66.8,-0.6
LA,2007,5,66.8,-0.6
LA,2007,6,66.8,-0.6
LA,2007,7,66.6,-0.8
LA,2007,8,66.7,-0.8
LA,2007,9,66.9,-0.5
LA,2007,10,67.0,-0.5
LA,2007,11,67.1,-0.4
LA,2007,12,67.4,-0.1
LA,2008,1,67.3,-0.1
LA,2008,2,67.7,0.3
LA,2008,3,67.4,0.0
LA,2008,4,67.6,0.2
LA,2008,5,67.6,0.2
LA,2008,6,67.7,0.3
LA,2008,7,67.9,0.5
LA,2008,8,67.7,0.2
LA,2008,9,67.4,0.0
LA,2008,10,67.1,-0.4
LA,2008,11,66.9,-0.6
LA,2008,12,66.6,-0.9
LA,2009,1,66.8,-0.6
LA,2009,2,66.9,-0.5
LA,2009,3,66.9,-0.5
LA,2009,4,66.8,-0.6
LA,2009,5,66.8,-0.6
LA,2009,6,66.9,-0.5
LA,2009,7,66.9,-0.5
LA,2009,8,66.9,-0.6
LA,2009,9,67.0,-0.4
LA,2009,10,67.1,-0.4
LA,2009,11,67.2,-0.3
LA,2009,12,66.9,-0.6
LA,2010,1,66.4,-1.0
LA,2010,2,65.5,-1.9
LA,2010,3,65.1,-2.3
LA,2010,4,65.3,-2.1
LA,2010,5,65.5,-1.9
LA,2010,6,65.7,-1.7
LA,2010,7,65.8,-1.6
LA,2010,8,66.1,-1.4
LA,2010,9,66.3,-1.1
LA,2010,10,66.4,-1.1
LA,2010,11,66.5,-1.0
LA,2010,12,66.5,-1.0
LA,2011,1,66.6,-0.8
LA,2011,2,67.2,-0.2
LA,2011,3,67.8,0.4
LA,2011,4,68.0,0.6
LA,2011,5,67.7,0.3
LA,2011,6,67.7,0.3
LA,2011,7,67.8,0.4
LA,2011,8,67.9,0.4
LA,2011,9,67.6,0.2
LA,2011,10,67.4,-0.1
LA,2011,11,67.5,0.0
LA,2011,12,67.7,0.2
LA,2012,1,68.4,1.0
LA,2012,2,68.7,1.3
LA,2012,3,69.2,1.8
LA,2012,4,69.1,1.7
LA,2012,5,69.3,1.9
LA,2012,6,69.0,1.6
LA,2012,7,68.9,1.5
LA,2012,8,68.5,1.0
LA,2012,9,68.6,1.2
LA,2012,10,68.6,1.1
LA,2012,11,68.4,0.9
LA,2012,12,68.7,1.2
LA,2013,1,68.5,1.1
LA,2013,2,68.3,0.9
LA,2013,3,67.3,-0.1
LA,2013,4,66.9,-0.5
LA,2013,5,66.5,-0.9
LA,2013,6,66.6,-0.8
LA,2013,7,66.4,-1.0
LA,2013,8,66.4,-1.1
LA,2013,9,66.6,-0.8
LA,2013,10,66.9,-0.6
LA,2013,11,66.7,-0.8
LA,2013,12,66.3,-1.2
LA,2014,1,65.5,-1.9
LA,2014,2,65.2,-2.2
LA,2014,3,65.1,-2.3
LA,2014,4,65.2,-2.2
LA,2014,5,65.2,-2.2
LA,2014,6,65.1,-2.3
LA,2014,7,65.1,-2.3
LA,2014,8,65.0,-2.5
LA,2014,9,64.9,-2.5
LA,2014,10,64.9,-2.6
LA,2014,11,64.7,-2.8
LA,2014,12,65.1,-2.4
LA,2015,1,65.4,-2.0
LA,2015,2,65.2,-2.2
LA,2015,3,65.6,-1.8
LA,2015,4,66.0,-1.4
LA,2015,5,66.2,-1.2
LA,2015,6,66.3,-1.1
LA,2015,7,66.6,-0.8
LA,2015,8,66.8,-0.7
LA,2015,9,66.8,-0.6
LA,2015,10,66.8,-0.7
LA,2015,11,67.6,0.1
LA,2015,12,68.1,0.6
LA,2016,1,68.2,0.8
LA,2016,2,68.9,1.5
LA,2016,3,69.1,1.7
LA,2016,4,69.0,1.6
LA,2016,5,68.9,1.5
LA,2016,6,68.9,1.5
LA,2016,7,68.9,1.5
LA,2016,8,68.9,1.4
LA,2016,9,69.0,1.6
LA,2016,10,69.1,1.6
LA,2016,11,69.1,1.6
LA,2016,12,68.7,1.2
LA,2017,1,69.4,2.0
LA,2017,2,70.0,2.6
LA,2017,3,70.0,2.6
LA,2017,4,70.1,2.7
LA,2017,5,70.0,2.6
LA,2017,6,69.8,2.4
LA,2017,7,69.7,2.3
LA,2017,8,69.6,2.1
LA,2017,9,69.3,1.9
LA,2017,10,69.1,1.6
LA,2017,11,69.0,1.5
LA,2017,12,68.7,1.2
LA,2018,1,67.7,0.3
LA,2018,2,67.6,0.2
LA,2018,3,67.4,0.0
LA,2018,4,66.8,-0.6
LA,2018,5,67.3,-0.1
LA,2018,6,67.6,0.2
LA,2018,7,67.7,0.3
LA,2018,8,67.8,0.3
LA,2018,9,68.1,0.7
LA,2018,10,68.2,0.7
LA,2018,11,67.6,0.1
LA,2018,12,67.8,0.3
LA,2019,1,68.3,0.9
LA,2019,2,68.0,0.6
LA,2019,3,67.7,0.3
LA,2019,4,67.9,0.5
LA,2019,5,67.7,0.3
LA,2019,6,67.6,0.2
LA,2019,7,67.4,0.0
LA,2019,8,67.6,0.1
LA,2019,9,67.7,0.3
LA,2019,10,67.6,0.1
LA,2019,11,67.6,0.1
LA,2019,12,67.7,0.2
LA,2020,1,68.0,0.6
LA,2020,2,67.7,0.3
LA,2020,3,68.5,1.1
LA,2020,4,68.6,1.2
LA,2020,5,68.4,1.0
LA,2020,6,68.3,0.9
LA,2020,7,68.4,1.0
LA,2020,8,68.3,0.8
LA,2020,9,67.9,0.5
LA,2020,10,67.8,0.3
LA,2020,11,68.4,0.9
LA,2020,12,68.2,0.7
LA,2021,1,67.9,0.5
LA,2021,2,67.4,0.0
LA,2021,3,67.0,-0.4
LA,2021,4,66.8,-0.6
LA,2021,5,66.7,-0.7
LA,2021,6,66.8,-0.6
LA,2021,7,66.7,-0.7
LA,2021,8,66.8,-0.7
LA,2021,9,66.7,-0.7
LA,2021,10,67.0,-0.5
LA,2021,11,66.5,-1.0
LA,2021,12,67.5,0.0
LA,2022,1,67.3,-0.1
LA,2022,2,67.6,0.2
LA,2022,3,67.3,-0.1
LA,2022,4,67.5,0.1
LA,2022,5,67.9,0.5
LA,2022,6,68.1,0.7
LA,2022,7,68.3,0.9
LA,2022,8,68.2,0.7
LA,2022,9,68.3,0.9
LA,2022,10,67.8,0.3
LA,2022,11,67.9,0.4
LA,2022,12,67.3,-0.2
LA,2023,1,67.9,0.5
LA,2023,2,68.5,1.1
LA,2023,3,68.9,1.5
LA,2023,4,68.8,1.4
LA,2023,5,68.6,1.2
LA,2023,6,68.5,1.1
LA,2023,7,68.6,1.2
LA,2023,8,69.1,1.6
LA,2023,9,69.4,2.0
LA,2023,10,69.7,2.2
LA,2023,11,69.7,2.2
LA,2023,12,69.6,2.1
MA,2000,1,49.6,0.3
MA,2000,2,49.5,0.2
MA,2000,3,49.9,0.6
MA,2000,4,49.8,0.5
MA,2000,5,49.7,0.4
MA,2000,6,49.4,0.1
MA,2000,7,48.9,-0.4
MA,2000,8,48.8,-0.5
MA,2000,9,48.5,-0.8
MA,2000,10,48.6,-0.7
MA,2000,11,48.2,-1.1
MA,2000,12,47.5,-1.8
MA,2001,1,47.6,-1.7
MA,2001,2,47.4,-1.9
MA,2001,3,46.7,-2.6
MA,2001,4,46.8,-2.5
MA,2001,5,46.9,-2.4
MA,2001,6,47.1,-2.2
MA,2001,7,47.1,-2.2
MA,2001,8,47.5,-1.8
MA,2001,9,47.7,-1.6
MA,2001,10,47.8,-1.5
MA,2001,11,48.2,-1.1
MA,2001,12,49.1,-0.2
MA,2002,1,49.7,0.4
MA,2002,2,50.1,0.8
MA,2002,3,50.5,1.2
MA,2002,4,50.7,1.4
MA,2002,5,50.5,1.2
MA,2002,6,50.2,0.9
MA,2002,7,50.5,1.2
MA,2002,8,50.5,1.2
MA,2002,9,50.7,1.4
MA,2002,10,50.4,1.1
MA,2002,11,50.0,0.7
